Lat (degree),Lon (degree),120ka,119ka,118ka,117ka,116ka,115ka,114ka,113ka,112ka,111ka,110ka,109ka,108ka,107ka,106ka,105ka,104ka,103ka,102ka,101ka,100ka,99ka,98ka,97ka,96ka,95ka,94ka,93ka,92ka,91ka,90ka,89ka,88ka,87ka,86ka,85ka,84ka,83ka,82ka,81ka,80ka,79ka,78ka,77ka,76ka,75ka,74ka,73ka,72ka,71ka,70ka,69ka,68ka,67ka,66ka,65ka,64ka,63ka,62ka,61ka,60ka,59ka,58ka,57ka,56ka,55ka,54ka,53ka,52ka,51ka,50ka,49ka,48ka,47ka,46ka,45ka,44ka,43ka,42ka,41ka,40ka,39ka,38ka,37ka,36ka,35ka,34ka,33ka,32ka,31ka,30ka,29ka,28ka,27ka,26ka,25ka,24ka,23ka,22ka,21ka,20ka,19ka,18ka,17ka,16ka,15ka,14ka,13ka,12ka,11ka,10ka,9ka,8ka,7ka,6ka,5ka,4ka,3ka,2ka,1ka,0ka
-34.5,135.5,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.15,0.15,0.17,0.18,0.19,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.13
-2.5,136.5,0.95,0.94,0.93,0.93,0.93,0.94,0.95,0.95,0.97,0.97,0.98,0.98,0.97,0.96,0.95,0.95,0.94,0.94,0.94,0.92,0.89,0.88,0.87,0.87,0.87,0.87,0.87,0.88,0.89,0.89,0.9,0.89,0.89,0.9,0.9,0.91,0.93,0.94,0.95,0.94,0.94,0.93,0.92,0.91,0.91,0.9,0.92,0.92,0.92,0.93,0.92,0.91,0.91,0.91,0.91,0.9,0.91,0.91,0.91,0.9,0.91,0.91,0.91,0.91,0.9,0.88,0.86,0.85,0.86,0.87,0.87,0.84,0.83,0.84,0.86,0.87,0.88,0.89,0.89,0.9,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.91,0.91,0.9,0.9,0.89,0.89,0.88,0.89,0.88,0.88,0.88,0.87,0.87,0.88,0.88,0.88,0.9,0.92,0.92,0.94,0.93,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.83
-3.5,136.5,0.92,0.91,0.9,0.9,0.91,0.91,0.92,0.92,0.93,0.93,0.93,0.94,0.92,0.92,0.92,0.92,0.91,0.91,0.91,0.9,0.87,0.87,0.85,0.86,0.85,0.85,0.86,0.86,0.87,0.87,0.88,0.87,0.87,0.88,0.87,0.88,0.9,0.91,0.91,0.91,0.91,0.91,0.9,0.89,0.89,0.88,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.89,0.89,0.88,0.87,0.85,0.84,0.85,0.86,0.85,0.83,0.83,0.83,0.85,0.85,0.86,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.87,0.87,0.86,0.87,0.86,0.86,0.86,0.85,0.86,0.86,0.86,0.86,0.88,0.9,0.9,0.91,0.9,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.83
-4.5,136.5,0.88,0.88,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.88,0.88,0.87,0.86,0.87,0.88,0.87,0.88,0.88,0.87,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.85,0.84,0.85,0.84,0.84,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.87,0.87,0.86,0.86,0.85,0.85,0.85,0.85,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.85,0.84,0.83,0.84,0.84,0.84,0.82,0.82,0.82,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.85,0.85,0.86,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.84,0.84,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.85,0.86,0.86,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.82
-5.5,136.5,0.84,0.84,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.83,0.82,0.81,0.81,0.8,0.81,0.82,0.82,0.83,0.84,0.84,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.8,0.81,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.82,0.83,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.82,0.81,0.8,0.8,0.8,0.8,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.8,0.81,0.8,0.8,0.81,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.81,0.82,0.82,0.82,0.81,0.82,0.83,0.82,0.82,0.83,0.83,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.8
-6.5,136.5,0.8,0.79,0.78,0.78,0.79,0.79,0.79,0.79,0.78,0.76,0.74,0.73,0.73,0.72,0.74,0.75,0.76,0.77,0.79,0.79,0.79,0.8,0.79,0.79,0.79,0.79,0.8,0.8,0.8,0.79,0.79,0.78,0.77,0.76,0.75,0.75,0.75,0.76,0.75,0.76,0.77,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.8,0.8,0.79,0.79,0.78,0.77,0.76,0.75,0.75,0.75,0.74,0.75,0.75,0.76,0.77,0.77,0.78,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.78,0.78,0.77,0.77,0.76,0.76,0.75,0.75,0.75,0.74,0.75,0.75,0.75,0.76,0.76,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.79,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.78,0.78,0.77,0.78,0.78,0.78,0.79,0.79,0.79,0.8,0.8,0.79,0.72
-7.5,136.5,0.74,0.74,0.73,0.73,0.74,0.74,0.74,0.72,0.7,0.68,0.66,0.65,0.64,0.63,0.66,0.66,0.68,0.7,0.72,0.73,0.75,0.75,0.75,0.76,0.76,0.76,0.76,0.76,0.76,0.75,0.74,0.72,0.71,0.69,0.68,0.67,0.67,0.68,0.67,0.68,0.69,0.71,0.71,0.72,0.72,0.73,0.74,0.74,0.74,0.75,0.74,0.73,0.72,0.7,0.69,0.68,0.68,0.67,0.67,0.68,0.68,0.69,0.71,0.71,0.72,0.73,0.74,0.75,0.75,0.75,0.75,0.76,0.76,0.76,0.75,0.75,0.74,0.74,0.73,0.72,0.71,0.7,0.69,0.68,0.68,0.67,0.67,0.68,0.67,0.68,0.69,0.7,0.71,0.71,0.72,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.73,0.72,0.71,0.7,0.69,0.7,0.7,0.71,0.7,0.71,0.71,0.71,0.72,0.73,0.73,0.74,0.74,0.73,0.63
-8.5,136.5,0.68,0.68,0.67,0.67,0.68,0.67,0.67,0.65,0.62,0.59,0.56,0.55,0.54,0.53,0.56,0.57,0.58,0.61,0.63,0.66,0.69,0.7,0.7,0.71,0.72,0.72,0.72,0.72,0.71,0.7,0.69,0.66,0.64,0.61,0.6,0.59,0.58,0.59,0.58,0.58,0.6,0.62,0.63,0.64,0.65,0.66,0.67,0.67,0.67,0.68,0.67,0.66,0.64,0.63,0.61,0.59,0.59,0.59,0.58,0.6,0.6,0.61,0.62,0.63,0.64,0.66,0.68,0.69,0.7,0.69,0.7,0.71,0.72,0.71,0.7,0.69,0.68,0.67,0.66,0.64,0.64,0.62,0.61,0.59,0.59,0.58,0.58,0.59,0.58,0.59,0.61,0.61,0.63,0.63,0.64,0.66,0.67,0.68,0.68,0.69,0.69,0.68,0.66,0.65,0.64,0.62,0.61,0.61,0.62,0.62,0.61,0.62,0.62,0.63,0.65,0.66,0.66,0.66,0.66,0.65,0.53
-9.5,136.5,0.6,0.61,0.6,0.6,0.62,0.6,0.59,0.56,0.52,0.49,0.46,0.44,0.44,0.43,0.45,0.46,0.48,0.5,0.53,0.56,0.61,0.63,0.64,0.65,0.66,0.66,0.67,0.66,0.65,0.63,0.62,0.58,0.55,0.52,0.5,0.49,0.48,0.48,0.47,0.48,0.49,0.52,0.53,0.54,0.56,0.58,0.58,0.59,0.59,0.59,0.58,0.57,0.55,0.53,0.51,0.5,0.49,0.48,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.57,0.6,0.61,0.62,0.62,0.62,0.65,0.65,0.65,0.63,0.62,0.61,0.6,0.58,0.55,0.55,0.52,0.51,0.49,0.49,0.48,0.47,0.48,0.48,0.49,0.51,0.51,0.53,0.54,0.55,0.57,0.59,0.6,0.61,0.62,0.62,0.6,0.59,0.57,0.55,0.52,0.51,0.51,0.52,0.52,0.51,0.52,0.53,0.54,0.56,0.58,0.58,0.58,0.58,0.56,0.43
-10.5,136.5,0.52,0.54,0.53,0.53,0.54,0.52,0.5,0.47,0.41,0.39,0.36,0.34,0.33,0.32,0.34,0.34,0.36,0.38,0.42,0.45,0.52,0.55,0.58,0.59,0.6,0.6,0.6,0.59,0.58,0.56,0.54,0.49,0.45,0.41,0.39,0.38,0.36,0.37,0.36,0.36,0.38,0.41,0.42,0.43,0.46,0.48,0.49,0.51,0.5,0.5,0.48,0.47,0.44,0.43,0.4,0.39,0.38,0.37,0.37,0.38,0.38,0.39,0.41,0.42,0.43,0.46,0.51,0.51,0.53,0.54,0.54,0.57,0.58,0.58,0.56,0.54,0.53,0.51,0.48,0.45,0.44,0.42,0.4,0.38,0.38,0.37,0.36,0.37,0.37,0.37,0.39,0.4,0.42,0.43,0.44,0.47,0.49,0.52,0.53,0.54,0.55,0.52,0.5,0.48,0.45,0.42,0.4,0.4,0.4,0.41,0.4,0.41,0.42,0.44,0.46,0.48,0.49,0.49,0.49,0.47,0.32
-11.5,136.5,0.44,0.47,0.47,0.46,0.47,0.44,0.41,0.37,0.31,0.28,0.25,0.23,0.22,0.21,0.22,0.23,0.24,0.27,0.3,0.34,0.43,0.47,0.51,0.52,0.54,0.54,0.54,0.53,0.51,0.49,0.47,0.4,0.35,0.31,0.28,0.27,0.25,0.25,0.24,0.25,0.27,0.29,0.31,0.32,0.35,0.38,0.39,0.41,0.41,0.41,0.38,0.38,0.34,0.32,0.29,0.28,0.27,0.26,0.26,0.27,0.27,0.28,0.3,0.3,0.32,0.35,0.41,0.41,0.44,0.45,0.45,0.49,0.49,0.5,0.47,0.46,0.44,0.43,0.39,0.35,0.34,0.31,0.29,0.27,0.27,0.25,0.25,0.25,0.25,0.26,0.28,0.28,0.31,0.32,0.33,0.36,0.4,0.43,0.44,0.46,0.47,0.43,0.41,0.38,0.35,0.31,0.29,0.29,0.29,0.3,0.3,0.3,0.31,0.34,0.36,0.39,0.4,0.4,0.4,0.38,0.21
-12.5,136.5,0.37,0.4,0.4,0.39,0.41,0.37,0.33,0.29,0.22,0.19,0.16,0.14,0.13,0.11,0.12,0.12,0.14,0.16,0.19,0.24,0.34,0.38,0.44,0.46,0.48,0.48,0.48,0.47,0.45,0.42,0.39,0.32,0.26,0.21,0.18,0.17,0.15,0.15,0.14,0.14,0.16,0.19,0.2,0.22,0.26,0.29,0.3,0.33,0.32,0.32,0.29,0.28,0.24,0.22,0.19,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.19,0.19,0.21,0.24,0.31,0.32,0.35,0.36,0.37,0.41,0.41,0.42,0.39,0.38,0.36,0.34,0.29,0.25,0.24,0.21,0.19,0.17,0.17,0.15,0.14,0.15,0.15,0.15,0.17,0.18,0.2,0.22,0.23,0.26,0.3,0.35,0.36,0.38,0.39,0.35,0.33,0.29,0.26,0.21,0.19,0.19,0.19,0.2,0.2,0.2,0.21,0.25,0.27,0.31,0.32,0.32,0.32,0.29,0.11
-13.5,136.5,0.31,0.35,0.35,0.34,0.35,0.31,0.26,0.22,0.14,0.11,0.08,0.07,0.05,0.04,0.04,0.04,0.05,0.07,0.1,0.15,0.25,0.31,0.38,0.41,0.43,0.44,0.43,0.42,0.4,0.36,0.33,0.25,0.18,0.12,0.1,0.08,0.06,0.06,0.05,0.06,0.08,0.1,0.12,0.13,0.17,0.21,0.22,0.25,0.25,0.25,0.21,0.2,0.16,0.14,0.1,0.09,0.09,0.07,0.07,0.08,0.08,0.09,0.11,0.11,0.12,0.15,0.22,0.23,0.27,0.28,0.29,0.34,0.34,0.34,0.32,0.31,0.28,0.27,0.21,0.17,0.16,0.13,0.11,0.09,0.08,0.07,0.06,0.06,0.06,0.07,0.08,0.09,0.11,0.13,0.14,0.17,0.22,0.27,0.28,0.31,0.32,0.27,0.25,0.21,0.18,0.13,0.11,0.1,0.1,0.12,0.12,0.12,0.13,0.17,0.19,0.23,0.25,0.25,0.25,0.23,0.04
-14.5,136.5,0.27,0.31,0.32,0.31,0.32,0.26,0.22,0.17,0.09,0.06,0.03,0.02,0,-0.02,-0.02,-0.02,-0.01,0.01,0.04,0.08,0.19,0.26,0.33,0.37,0.4,0.41,0.4,0.39,0.36,0.32,0.29,0.19,0.12,0.07,0.04,0.02,0,0,0,0,0.02,0.04,0.06,0.07,0.11,0.15,0.17,0.2,0.19,0.19,0.15,0.14,0.1,0.08,0.05,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.06,0.09,0.16,0.17,0.2,0.22,0.24,0.28,0.29,0.29,0.26,0.25,0.23,0.21,0.16,0.11,0.1,0.07,0.05,0.03,0.03,0.01,0,0,0,0.01,0.02,0.03,0.05,0.07,0.08,0.11,0.16,0.21,0.22,0.25,0.27,0.22,0.2,0.15,0.12,0.07,0.05,0.04,0.04,0.06,0.06,0.06,0.07,0.11,0.14,0.18,0.2,0.2,0.21,0.19,-0.02
-15.5,136.5,0.24,0.29,0.31,0.29,0.3,0.24,0.19,0.15,0.07,0.04,0.01,-0.01,-0.03,-0.04,-0.04,-0.05,-0.04,-0.03,0,0.05,0.15,0.22,0.3,0.35,0.38,0.39,0.39,0.38,0.34,0.3,0.26,0.16,0.09,0.04,0.01,-0.01,-0.03,-0.03,-0.03,-0.03,-0.02,0,0.02,0.04,0.08,0.11,0.13,0.16,0.16,0.16,0.12,0.11,0.07,0.05,0.02,0,0,-0.02,-0.02,-0.01,-0.01,-0.01,0.01,0.01,0.03,0.06,0.12,0.12,0.16,0.18,0.2,0.25,0.25,0.24,0.22,0.22,0.19,0.18,0.12,0.08,0.07,0.04,0.02,0,-0.01,-0.02,-0.03,-0.03,-0.03,-0.03,-0.01,-0.01,0.02,0.03,0.05,0.08,0.12,0.16,0.18,0.21,0.23,0.17,0.16,0.11,0.08,0.04,0.02,0.01,0.01,0.03,0.03,0.02,0.04,0.08,0.11,0.15,0.17,0.18,0.19,0.17,-0.05
-16.5,136.5,0.23,0.28,0.3,0.28,0.29,0.23,0.18,0.14,0.06,0.03,0,-0.01,-0.04,-0.05,-0.05,-0.05,-0.05,-0.04,-0.01,0.03,0.12,0.2,0.28,0.33,0.36,0.38,0.38,0.37,0.33,0.29,0.25,0.14,0.08,0.02,0,-0.02,-0.03,-0.04,-0.04,-0.04,-0.03,-0.01,0.01,0.02,0.06,0.08,0.11,0.14,0.13,0.14,0.09,0.08,0.05,0.04,0,-0.01,-0.01,-0.03,-0.03,-0.02,-0.03,-0.02,0,0,0.01,0.04,0.09,0.1,0.13,0.15,0.17,0.22,0.22,0.21,0.19,0.19,0.16,0.15,0.1,0.07,0.05,0.03,0.01,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.03,-0.02,-0.02,0,0.01,0.03,0.06,0.09,0.13,0.14,0.18,0.21,0.15,0.13,0.09,0.06,0.02,0.01,0,0,0.01,0.02,0.01,0.03,0.07,0.09,0.13,0.16,0.16,0.19,0.17,-0.05
-17.5,136.5,0.22,0.27,0.29,0.27,0.28,0.21,0.17,0.14,0.07,0.03,0,-0.01,-0.03,-0.04,-0.04,-0.04,-0.04,-0.03,-0.01,0.02,0.1,0.18,0.26,0.31,0.35,0.37,0.37,0.36,0.31,0.27,0.24,0.13,0.07,0.02,0,-0.02,-0.03,-0.03,-0.04,-0.03,-0.02,-0.01,0,0.02,0.05,0.07,0.1,0.12,0.12,0.12,0.08,0.07,0.04,0.03,0,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,0,-0.01,0.01,0.03,0.07,0.08,0.11,0.13,0.15,0.2,0.2,0.19,0.17,0.17,0.14,0.14,0.09,0.06,0.05,0.03,0.01,-0.01,-0.01,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,0,0.01,0.02,0.05,0.07,0.11,0.12,0.15,0.19,0.12,0.11,0.07,0.05,0.02,0.01,0,0,0.01,0.02,0.01,0.03,0.06,0.08,0.12,0.15,0.16,0.18,0.17,-0.04
-18.5,136.5,0.21,0.25,0.28,0.25,0.26,0.2,0.16,0.13,0.07,0.04,0.01,0,-0.02,-0.02,-0.03,-0.03,-0.02,-0.02,0,0.02,0.09,0.16,0.24,0.29,0.33,0.35,0.35,0.35,0.3,0.26,0.22,0.12,0.07,0.02,0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,0,0.01,0.02,0.04,0.06,0.09,0.11,0.11,0.11,0.07,0.06,0.04,0.04,0.01,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,0.01,0.03,0.06,0.06,0.09,0.11,0.14,0.18,0.18,0.16,0.15,0.15,0.12,0.12,0.08,0.06,0.05,0.04,0.01,0,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,0,0.01,0.02,0.04,0.06,0.09,0.1,0.13,0.16,0.1,0.09,0.06,0.05,0.02,0.01,0.01,0,0.02,0.03,0.01,0.03,0.06,0.08,0.11,0.14,0.15,0.18,0.17,-0.03
-19.5,136.5,0.19,0.23,0.25,0.23,0.24,0.18,0.14,0.13,0.07,0.05,0.02,0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0.02,0.07,0.14,0.21,0.26,0.29,0.32,0.32,0.32,0.27,0.23,0.2,0.11,0.07,0.03,0.02,0,-0.01,-0.01,-0.01,-0.01,0,0.01,0.01,0.03,0.04,0.05,0.08,0.09,0.09,0.1,0.07,0.06,0.04,0.04,0.01,0.01,0.01,0,0,0,0,0,0.01,0.01,0.02,0.03,0.05,0.05,0.07,0.09,0.12,0.16,0.15,0.14,0.13,0.13,0.11,0.11,0.07,0.06,0.05,0.04,0.02,0.01,0,0,-0.01,-0.01,-0.01,-0.01,0,0,0.01,0.02,0.02,0.04,0.05,0.07,0.08,0.11,0.14,0.09,0.08,0.05,0.04,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.04,0.05,0.07,0.1,0.13,0.14,0.17,0.16,-0.01
-20.5,136.5,0.16,0.19,0.22,0.19,0.2,0.15,0.12,0.11,0.07,0.05,0.02,0.02,0,0,0,0,0,0,0.01,0.02,0.06,0.12,0.17,0.22,0.25,0.27,0.28,0.28,0.23,0.2,0.17,0.09,0.06,0.03,0.02,0.01,0,0,0,0,0,0.01,0.01,0.02,0.03,0.04,0.07,0.08,0.08,0.08,0.06,0.05,0.03,0.04,0.02,0.01,0.01,0,0,0.01,0,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.06,0.08,0.1,0.13,0.13,0.11,0.11,0.11,0.09,0.09,0.06,0.05,0.05,0.04,0.02,0.01,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0.02,0.03,0.04,0.05,0.06,0.09,0.12,0.07,0.06,0.05,0.04,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.05,0.06,0.08,0.11,0.12,0.15,0.14,0
-21.5,136.5,0.12,0.15,0.17,0.15,0.16,0.12,0.1,0.09,0.06,0.04,0.02,0.02,0.01,0,0,0,0,0,0.01,0.01,0.04,0.09,0.13,0.17,0.19,0.22,0.22,0.22,0.18,0.16,0.14,0.08,0.05,0.02,0.02,0.01,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.03,0.05,0.06,0.06,0.07,0.05,0.04,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.06,0.08,0.1,0.1,0.09,0.08,0.09,0.07,0.07,0.05,0.04,0.04,0.04,0.02,0.01,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0.02,0.03,0.03,0.04,0.05,0.07,0.09,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.04,0.05,0.06,0.09,0.09,0.12,0.12,0
-22.5,136.5,0.08,0.1,0.12,0.1,0.11,0.08,0.07,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.03,0.06,0.09,0.12,0.14,0.15,0.15,0.16,0.13,0.11,0.1,0.06,0.04,0.02,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.06,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.01,0.01,0.01,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.05,0.07,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.03,0.04,0.06,0.07,0.08,0.08,0
-23.5,136.5,0.05,0.06,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0.02,0.04,0.06,0.07,0.08,0.09,0.09,0.1,0.08,0.07,0.06,0.04,0.03,0.01,0.01,0.01,0.01,0,0,0,0.01,0,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0,0,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.05,0.05,0
-24.5,136.5,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0.01,0.02,0.02,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0
-25.5,136.5,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,-0.01
-26.5,136.5,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.02
-27.5,136.5,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.03
-28.5,136.5,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,0,0,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02
